municipi,districte,seccio,mundissec11,codsecINE 10
81878,1,6,08187801006,0818701006
81878,1,7,08187801007,0818701007
81878,1,8,08187801008,0818701008
81878,1,9,08187801009,0818701009
81878,1,10,08187801010,0818701010
81878,1,11,08187801011,0818701011
81878,1,12,08187801012,0818701012
81878,1,13,08187801013,0818701013
81878,1,14,08187801014,0818701014
81878,1,15,08187801015,0818701015
81878,1,16,08187801016,0818701016
81878,1,17,08187801017,0818701017
81878,1,18,08187801018,0818701018
81878,1,19,08187801019,0818701019
81878,1,20,08187801020,0818701020
81878,1,21,08187801021,0818701021
81878,1,22,08187801022,0818701022
81878,1,23,08187801023,0818701023
81878,1,24,08187801024,0818701024
81878,1,25,08187801025,0818701025
81878,1,26,08187801026,0818701026
81878,1,27,08187801027,0818701027
81878,1,28,08187801028,0818701028
81878,1,29,08187801029,0818701029
81878,1,30,08187801030,0818701030
81878,1,31,08187801031,0818701031
81878,1,32,08187801032,0818701032
81878,1,33,08187801033,0818701033
81878,1,34,08187801034,0818701034
81878,1,35,08187801035,0818701035
81878,2,1,08187802001,0818702001
81878,2,2,08187802002,0818702002
81878,2,3,08187802003,0818702003
81878,2,4,08187802004,0818702004
81878,2,5,08187802005,0818702005
81878,2,6,08187802006,0818702006
81878,2,7,08187802007,0818702007
81878,2,8,08187802008,0818702008
81878,2,9,08187802009,0818702009
81878,2,10,08187802010,0818702010
81878,2,11,08187802011,0818702011
81878,2,12,08187802012,0818702012
81878,2,13,08187802013,0818702013
81878,2,14,08187802014,0818702014
81878,2,15,08187802015,0818702015
81878,2,16,08187802016,0818702016
81878,2,17,08187802017,0818702017
81878,3,1,08187803001,0818703001
81878,3,2,08187803002,0818703002
81878,3,3,08187803003,0818703003
81878,3,4,08187803004,0818703004
81878,3,5,08187803005,0818703005
81878,3,6,08187803006,0818703006
81878,3,7,08187803007,0818703007
81878,3,8,08187803008,0818703008
81878,3,9,08187803009,0818703009
81878,3,10,08187803010,0818703010
81878,3,11,08187803011,0818703011
81878,3,12,08187803012,0818703012
81878,3,13,08187803013,0818703013
81878,3,14,08187803014,0818703014
81878,3,15,08187803015,0818703015
81878,3,16,08187803016,0818703016
81878,3,17,08187803017,0818703017
81878,3,18,08187803018,0818703018
81878,3,19,08187803019,0818703019
81878,3,20,08187803020,0818703020
81878,3,21,08187803021,0818703021
81878,3,22,08187803022,0818703022
81878,3,23,08187803023,0818703023
81878,3,24,08187803024,0818703024
81878,3,25,08187803025,0818703025
81878,3,26,08187803026,0818703026
81878,3,27,08187803027,0818703027
81878,4,1,08187804001,0818704001
81878,4,2,08187804002,0818704002
81878,4,3,08187804003,0818704003
81878,4,4,08187804004,0818704004
81878,4,5,08187804005,0818704005
81878,4,6,08187804006,0818704006
81878,4,7,08187804007,0818704007
81878,4,8,08187804008,0818704008
81878,4,9,08187804009,0818704009
81878,4,10,08187804010,0818704010
81878,4,11,08187804011,0818704011
81878,4,12,08187804012,0818704012
81878,4,13,08187804013,0818704013
81878,4,14,08187804014,0818704014
81878,4,15,08187804015,0818704015
81878,4,16,08187804016,0818704016
81878,4,17,08187804017,0818704017
81878,4,18,08187804018,0818704018
81878,4,19,08187804019,0818704019
81878,4,20,08187804020,0818704020
81878,4,21,08187804021,0818704021
81878,4,22,08187804022,0818704022
81878,4,23,08187804023,0818704023
81878,4,24,08187804024,0818704024
81878,4,25,08187804025,0818704025
81878,4,26,08187804026,0818704026
81878,4,27,08187804027,0818704027
81878,4,28,08187804028,0818704028
81878,4,29,08187804029,0818704029
81878,5,1,08187805001,0818705001
81878,5,2,08187805002,0818705002
81878,5,3,08187805003,0818705003
81878,5,4,08187805004,0818705004
81878,5,5,08187805005,0818705005
81878,5,6,08187805006,0818705006
81878,5,7,08187805007,0818705007
81878,5,8,08187805008,0818705008
81878,5,9,08187805009,0818705009
81878,5,11,08187805011,0818705011
81878,5,12,08187805012,0818705012
81878,5,13,08187805013,0818705013
81878,5,14,08187805014,0818705014
81878,5,15,08187805015,0818705015
81878,6,1,08187806001,0818706001
81878,6,2,08187806002,0818706002
81878,6,3,08187806003,0818706003
81878,6,4,08187806004,0818706004
81878,6,5,08187806005,0818706005
81878,6,6,08187806006,0818706006
81878,6,7,08187806007,0818706007
81878,6,8,08187806008,0818706008
81878,6,9,08187806009,0818706009
81878,6,10,08187806010,0818706010
81878,6,11,08187806011,0818706011
81878,6,12,08187806012,0818706012
81878,6,13,08187806013,0818706013
81878,6,14,08187806014,0818706014
81878,6,16,08187806016,0818706016
81878,6,17,08187806017,0818706017
81878,6,18,08187806018,0818706018
81878,6,20,08187806020,0818706020
81878,6,21,08187806021,0818706021
81878,6,22,08187806022,0818706022
81878,6,23,08187806023,0818706023
81878,6,24,08187806024,0818706024
81878,7,1,08187807001,0818707001
81878,7,2,08187807002,0818707002
81878,7,3,08187807003,0818707003
81878,7,4,08187807004,0818707004
81878,7,5,08187807005,0818707005
81878,7,6,08187807006,0818707006
81878,7,7,08187807007,0818707007
81878,7,8,08187807008,0818707008
81884,1,1,08188401001,0818801001
81897,1,1,08189701001,0818901001
81901,1,1,08190101001,0819001001
81918,1,1,08191801001,0819101001
81918,1,2,08191801002,0819101002
81918,1,3,08191801003,0819101003
81918,1,4,08191801004,0819101004
81918,1,5,08191801005,0819101005
81918,1,6,08191801006,0819101006
81918,2,1,08191802001,0819102001
81923,1,1,08192301001,0819201001
81923,1,2,08192301002,0819201002
81923,1,3,08192301003,0819201003
81923,1,4,08192301004,0819201004
81939,1,1,08193901001,0819301001
81944,1,1,08194401001,0819401001
81944,1,2,08194401002,0819401002
81944,1,3,08194401003,0819401003
81944,1,4,08194401004,0819401004
81944,1,5,08194401005,0819401005
81944,1,6,08194401006,0819401006
81944,2,1,08194402001,0819402001
81944,2,2,08194402002,0819402002
81944,2,3,08194402003,0819402003
81944,2,4,08194402004,0819402004
81944,2,5,08194402005,0819402005
81944,3,1,08194403001,0819403001
81944,4,1,08194404001,0819404001
81944,5,1,08194405001,0819405001
81944,5,2,08194405002,0819405002
81944,5,3,08194405003,0819405003
81944,5,4,08194405004,0819405004
81944,6,1,08194406001,0819406001
81944,6,2,08194406002,0819406002
81944,6,3,08194406003,0819406003
81944,6,4,08194406004,0819406004
81944,6,5,08194406005,0819406005
81944,6,6,08194406006,0819406006
81944,6,7,08194406007,0819406007
81957,1,1,08195701001,0819501001
81960,1,1,08196001001,0819601001
81960,1,2,08196001002,0819601002
81960,1,3,08196001003,0819601003
81960,1,4,08196001004,0819601004
81960,1,5,08196001005,0819601005
81960,1,6,08196001006,0819601006
81960,1,7,08196001007,0819601007
81960,1,8,08196001008,0819601008
81960,1,9,08196001009,0819601009
81960,1,10,08196001010,0819601010
81960,1,11,08196001011,0819601011
81960,1,12,08196001012,0819601012
81960,1,13,08196001013,0819601013
81960,1,14,08196001014,0819601014
81976,1,1,08197601001,0819701001
81976,1,2,08197601002,0819701002
81976,1,3,08197601003,0819701003
81976,2,1,08197602001,0819702001
81976,2,2,08197602002,0819702002
81976,2,3,08197602003,0819702003
81982,1,1,08198201001,0819801001
81982,1,2,08198201002,0819801002
81982,1,3,08198201003,0819801003
81982,1,4,08198201004,0819801004
81995,1,1,08199501001,0819901001
82009,1,1,08200901001,0820001001
82009,1,2,08200901002,0820001002
82009,1,3,08200901003,0820001003
82009,1,4,08200901004,0820001004
82009,1,5,08200901005,0820001005
82009,1,6,08200901006,0820001006
82009,1,7,08200901007,0820001007
82009,2,1,08200902001,0820002001
82009,2,2,08200902002,0820002002
82009,2,3,08200902003,0820002003
82009,2,4,08200902004,0820002004
82009,2,5,08200902005,0820002005
82009,2,6,08200902006,0820002006
82009,2,7,08200902007,0820002007
82009,2,8,08200902008,0820002008
82009,2,9,08200902009,0820002009
82009,2,10,08200902010,0820002010
82009,2,11,08200902011,0820002011
82009,2,12,08200902012,0820002012
82009,2,13,08200902013,0820002013
82009,2,14,08200902014,0820002014
82009,2,15,08200902015,0820002015
82009,2,16,08200902016,0820002016
82009,2,17,08200902017,0820002017
82009,2,18,08200902018,0820002018
82009,2,19,08200902019,0820002019
82009,3,1,08200903001,0820003001
82009,3,2,08200903002,0820003002
82009,3,3,08200903003,0820003003
82009,3,4,08200903004,0820003004
82009,3,5,08200903005,0820003005
82009,3,6,08200903006,0820003006
82009,3,7,08200903007,0820003007
82009,3,8,08200903008,0820003008
82009,3,9,08200903009,0820003009
82009,4,1,08200904001,0820004001
82009,4,2,08200904002,0820004002
82009,4,3,08200904003,0820004003
82009,4,4,08200904004,0820004004
82009,4,5,08200904005,0820004005
82009,4,6,08200904006,0820004006
82009,4,7,08200904007,0820004007
82009,4,8,08200904008,0820004008
82009,4,9,08200904009,0820004009
82009,5,1,08200905001,0820005001
82009,5,2,08200905002,0820005002
82009,5,3,08200905003,0820005003
82009,6,1,08200906001,0820006001
82009,6,2,08200906002,0820006002
82009,6,3,08200906003,0820006003
82016,1,1,08201601001,0820101001
82021,1,1,08202101001,0820201001
82021,1,2,08202101002,0820201002
82021,1,3,08202101003,0820201003
82021,1,4,08202101004,0820201004
82021,1,5,08202101005,0820201005
82021,1,6,08202101006,0820201006
82021,1,7,08202101007,0820201007
82021,1,8,08202101008,0820201008
82021,2,1,08202102001,0820202001
82037,1,1,08203701001,0820301001
82037,1,2,08203701002,0820301002
82042,1,1,08204201001,0820401001
82042,1,2,08204201002,0820401002
82055,1,1,08205501001,0820501001
82055,1,2,08205501002,0820501002
82055,1,3,08205501003,0820501003
82055,1,4,08205501004,0820501004
82055,1,5,08205501005,0820501005
82055,1,6,08205501006,0820501006
82055,1,7,08205501007,0820501007
82055,1,8,08205501008,0820501008
82055,1,9,08205501009,0820501009
82055,1,10,08205501010,0820501010
82055,1,11,08205501011,0820501011
82055,1,12,08205501012,0820501012
82055,1,13,08205501013,0820501013
82055,1,14,08205501014,0820501014
82055,1,15,08205501015,0820501015
82055,1,16,08205501016,0820501016
82055,1,17,08205501017,0820501017
82055,1,18,08205501018,0820501018
82055,1,19,08205501019,0820501019
82055,1,20,08205501020,0820501020
82055,1,21,08205501021,0820501021
82055,1,22,08205501022,0820501022
82055,1,23,08205501023,0820501023
82055,2,1,08205502001,0820502001
82055,2,2,08205502002,0820502002
82055,2,3,08205502003,0820502003
82055,2,4,08205502004,0820502004
82055,2,5,08205502005,0820502005
82055,2,6,08205502006,0820502006
82055,2,7,08205502007,0820502007
82055,2,8,08205502008,0820502008
82055,2,9,08205502009,0820502009
82055,2,10,08205502010,0820502010
82055,2,11,08205502011,0820502011
82055,2,12,08205502012,0820502012
82055,3,1,08205503001,0820503001
82055,3,2,08205503002,0820503002
82055,3,3,08205503003,0820503003
82055,3,4,08205503004,0820503004
82055,4,1,08205504001,0820504001
82055,4,2,08205504002,0820504002
82055,4,3,08205504003,0820504003
82055,5,1,08205505001,0820505001
82055,5,2,08205505002,0820505002
82055,5,3,08205505003,0820505003
82055,5,4,08205505004,0820505004
82055,5,5,08205505005,0820505005
82055,5,6,08205505006,0820505006
82055,5,7,08205505007,0820505007
82055,5,8,08205505008,0820505008
82055,6,1,08205506001,0820506001
82068,1,1,08206801001,0820601001
82074,1,1,08207401001,0820701001
82080,1,1,08208001001,0820801001
82080,1,2,08208001002,0820801002
82080,1,3,08208001003,0820801003
82080,1,4,08208001004,0820801004
82093,1,1,08209301001,0820901001
82093,1,2,08209301002,0820901002
82093,1,3,08209301003,0820901003
82093,1,4,08209301004,0820901004
82107,1,1,08210701001,0821001001
82107,1,2,08210701002,0821001002
82107,2,1,08210702001,0821002001
82107,2,2,08210702002,0821002002
82114,1,1,08211401001,0821101001
82114,1,2,08211401002,0821101002
82114,1,3,08211401003,0821101003
82114,1,4,08211401004,0821101004
82114,1,5,08211401005,0821101005
82114,1,6,08211401006,0821101006
82114,1,7,08211401007,0821101007
82114,2,3,08211402003,0821102003
82114,2,4,08211402004,0821102004
82114,2,6,08211402006,0821102006
82114,2,7,08211402007,0821102007
82114,2,8,08211402008,0821102008
82114,3,1,08211403001,0821103001
82114,3,2,08211403002,0821103002
82114,3,3,08211403003,0821103003
82114,3,4,08211403004,0821103004
82114,3,5,08211403005,0821103005
82114,4,3,08211404003,0821104003
82114,4,6,08211404006,0821104006
82114,4,7,08211404007,0821104007
82114,4,8,08211404008,0821104008
82114,5,1,08211405001,0821105001
82114,5,2,08211405002,0821105002
82114,5,3,08211405003,0821105003
82114,5,4,08211405004,0821105004
82114,5,5,08211405005,0821105005
82114,6,4,08211406004,0821106004
82114,7,1,08211407001,0821107001
82114,7,2,08211407002,0821107002
82114,7,3,08211407003,0821107003
82129,1,1,08212901001,0821201001
82135,1,1,08213501001,0821301001
82135,1,2,08213501002,0821301002
82135,1,3,08213501003,0821301003
82135,1,4,08213501004,0821301004
82140,1,1,08214001001,0821401001
82140,1,2,08214001002,0821401002
82140,1,3,08214001003,0821401003
82140,1,4,08214001004,0821401004
82140,2,1,08214002001,0821402001
82140,2,2,08214002002,0821402002
82153,1,1,08215301001,0821501001
82153,1,2,08215301002,0821501002
82153,1,3,08215301003,0821501003
82166,1,1,08216601001,0821601001
82172,1,1,08217201001,0821701001
82172,1,2,08217201002,0821701002
82172,1,3,08217201003,0821701003
82172,1,4,08217201004,0821701004
82172,1,5,08217201005,0821701005
82172,1,6,08217201006,0821701006
82172,1,7,08217201007,0821701007
82172,1,8,08217201008,0821701008
82172,1,9,08217201009,0821701009
82172,1,10,08217201010,0821701010
82172,2,2,08217202002,0821702002
82172,2,3,08217202003,0821702003
82172,2,4,08217202004,0821702004
82172,3,1,08217203001,0821703001
82172,3,2,08217203002,0821703002
82172,3,3,08217203003,0821703003
82172,3,4,08217203004,0821703004
82172,3,5,08217203005,0821703005
82172,4,1,08217204001,0821704001
82172,5,1,08217205001,0821705001
82172,5,2,08217205002,0821705002
82188,1,1,08218801001,0821801001
82188,1,2,08218801002,0821801002
82188,1,3,08218801003,0821801003
82188,1,5,08218801005,0821801005
82188,1,6,08218801006,0821801006
82191,1,1,08219101001,0821901001
82191,1,2,08219101002,0821901002
82191,1,3,08219101003,0821901003
82191,1,4,08219101004,0821901004
82191,1,5,08219101005,0821901005
82191,1,6,08219101006,0821901006
82191,2,1,08219102001,0821902001
82191,2,2,08219102002,0821902002
82191,2,3,08219102003,0821902003
82191,2,4,08219102004,0821902004
82191,2,5,08219102005,0821902005
82191,3,1,08219103001,0821903001
82191,3,2,08219103002,0821903002
82191,3,3,08219103003,0821903003
82191,3,4,08219103004,0821903004
82205,1,1,08220501001,0822001001
82205,1,2,08220501002,0822001002
82212,1,1,08221201001,0822101001
82212,1,2,08221201002,0822101002
82212,1,3,08221201003,0822101003
82212,1,4,08221201004,0822101004
82212,1,5,08221201005,0822101005
82212,1,6,08221201006,0822101006
82212,1,7,08221201007,0822101007
82212,1,8,08221201008,0822101008
82212,1,9,08221201009,0822101009
82227,1,1,08222701001,0822201001
82233,1,1,08223301001,0822301001
82248,1,1,08224801001,0822401001
82251,1,1,08225101001,0822501001
82264,1,1,08226401001,0822601001
82270,1,1,08227001001,0822701001
82270,1,2,08227001002,0822701002
82286,1,1,08228601001,0822801001
82299,1,1,08229901001,0822901001
82303,1,1,08230301001,0823001001
82303,1,2,08230301002,0823001002
82303,1,3,08230301003,0823001003
82303,1,4,08230301004,0823001004
82303,1,5,08230301005,0823001005
82303,1,6,08230301006,0823001006
82310,1,1,08231001001,0823101001
82310,1,2,08231001002,0823101002
82310,1,3,08231001003,0823101003
82310,1,4,08231001004,0823101004
82310,1,5,08231001005,0823101005
82310,1,6,08231001006,0823101006
82310,1,7,08231001007,0823101007
82310,1,8,08231001008,0823101008
82310,1,9,08231001009,0823101009
82310,1,10,08231001010,0823101010
82310,1,11,08231001011,0823101011
82310,1,12,08231001012,0823101012
82310,1,13,08231001013,0823101013
82310,1,14,08231001014,0823101014
82310,1,15,08231001015,0823101015
82310,1,16,08231001016,0823101016
82310,1,17,08231001017,0823101017
82325,1,1,08232501001,0823201001
82331,1,1,08233101001,0823301001
82331,1,2,08233101002,0823301002
82346,1,1,08234601001,0823401001
82359,1,1,08235901001,0823501001
82359,1,2,08235901002,0823501002
82359,1,3,08235901003,0823501003
82362,1,1,08236201001,0823601001
82378,1,1,08237801001,0823701001
82378,1,2,08237801002,0823701002
82384,1,1,08238401001,0823801001
82384,1,2,08238401002,0823801002
82384,1,3,08238401003,0823801003
82384,1,4,08238401004,0823801004
82384,1,5,08238401005,0823801005
82384,1,6,08238401006,0823801006
82384,1,7,08238401007,0823801007
82384,1,8,08238401008,0823801008
82384,1,9,08238401009,0823801009
82384,1,10,08238401010,0823801010
82384,1,11,08238401011,0823801011
82384,1,12,08238401012,0823801012
82397,1,1,08239701001,0823901001
82401,1,1,08240101001,0824001001
82401,1,2,08240101002,0824001002
82401,1,3,08240101003,0824001003
82401,1,4,08240101004,0824001004
82401,2,1,08240102001,0824002001
82401,2,2,08240102002,0824002002
82401,2,3,08240102003,0824002003
82401,2,4,08240102004,0824002004
82418,1,1,08241801001,0824101001
82423,1,1,08242301001,0824201001
82439,1,1,08243901001,0824301001
82444,1,1,08244401001,0824401001
82444,1,2,08244401002,0824401002
82444,1,3,08244401003,0824401003
82444,1,4,08244401004,0824401004
82444,1,5,08244401005,0824401005
82457,1,1,08245701001,0824501001
82457,1,2,08245701002,0824501002
82457,1,3,08245701003,0824501003
82457,1,4,08245701004,0824501004
82457,1,5,08245701005,0824501005
82457,1,6,08245701006,0824501006
82457,1,7,08245701007,0824501007
82457,1,8,08245701008,0824501008
82457,1,9,08245701009,0824501009
82457,1,10,08245701010,0824501010
82457,1,11,08245701011,0824501011
82457,1,12,08245701012,0824501012
82457,1,13,08245701013,0824501013
82457,1,14,08245701014,0824501014
82457,1,15,08245701015,0824501015
82457,1,16,08245701016,0824501016
82457,1,17,08245701017,0824501017
82457,1,18,08245701018,0824501018
82457,1,19,08245701019,0824501019
82457,2,1,08245702001,0824502001
82457,2,2,08245702002,0824502002
82457,2,3,08245702003,0824502003
82457,2,4,08245702004,0824502004
82457,2,5,08245702005,0824502005
82457,2,6,08245702006,0824502006
82457,2,7,08245702007,0824502007
82457,2,8,08245702008,0824502008
82457,2,9,08245702009,0824502009
82457,2,10,08245702010,0824502010
82457,2,11,08245702011,0824502011
82457,3,1,08245703001,0824503001
82457,3,2,08245703002,0824503002
82457,3,3,08245703003,0824503003
82457,3,4,08245703004,0824503004
82457,3,5,08245703005,0824503005
82457,3,6,08245703006,0824503006
82457,3,7,08245703007,0824503007
82457,3,8,08245703008,0824503008
82457,3,9,08245703009,0824503009
82457,3,10,08245703010,0824503010
82457,3,11,08245703011,0824503011
82457,3,12,08245703012,0824503012
82457,3,13,08245703013,0824503013
82457,3,14,08245703014,0824503014
82457,3,15,08245703015,0824503015
82457,3,16,08245703016,0824503016
82457,3,17,08245703017,0824503017
82457,4,1,08245704001,0824504001
82457,4,2,08245704002,0824504002
82457,4,3,08245704003,0824504003
82457,4,4,08245704004,0824504004
82457,4,5,08245704005,0824504005
82457,4,6,08245704006,0824504006
82457,4,7,08245704007,0824504007
82457,4,8,08245704008,0824504008
82457,4,9,08245704009,0824504009
82457,4,10,08245704010,0824504010
82457,4,11,08245704011,0824504011
82457,4,12,08245704012,0824504012
82457,4,13,08245704013,0824504013
82457,4,14,08245704014,0824504014
82457,4,15,08245704015,0824504015
82457,4,16,08245704016,0824504016
82457,5,1,08245705001,0824505001
82457,5,2,08245705002,0824505002
82457,5,3,08245705003,0824505003
82457,5,4,08245705004,0824505004
82457,5,5,08245705005,0824505005
82457,5,6,08245705006,0824505006
82457,5,7,08245705007,0824505007
82457,5,8,08245705008,0824505008
82457,5,9,08245705009,0824505009
82457,5,10,08245705010,0824505010
82457,5,11,08245705011,0824505011
82457,5,12,08245705012,0824505012
82457,5,13,08245705013,0824505013
82457,5,14,08245705014,0824505014
82457,5,15,08245705015,0824505015
82457,5,16,08245705016,0824505016
82457,5,17,08245705017,0824505017
82457,5,18,08245705018,0824505018
82457,5,19,08245705019,0824505019
82457,6,1,08245706001,0824506001
82457,6,2,08245706002,0824506002
82457,6,3,08245706003,0824506003
82457,6,4,08245706004,0824506004
82457,6,5,08245706005,0824506005
82457,6,6,08245706006,0824506006
82457,6,7,08245706007,0824506007
82457,6,8,08245706008,0824506008
82457,6,9,08245706009,0824506009
82457,6,10,08245706010,0824506010
82457,6,11,08245706011,0824506011
82457,6,12,08245706012,0824506012
82457,6,13,08245706013,0824506013
82457,6,14,08245706014,0824506014
82457,6,15,08245706015,0824506015
82457,6,16,08245706016,0824506016
82457,6,17,08245706017,0824506017
82460,1,1,08246001001,0824601001
82476,1,1,08247601001,0824701001
82482,1,1,08248201001,0824801001
82482,1,2,08248201002,0824801002
82495,1,1,08249501001,0824901001
82508,1,1,08250801001,0825001001
82508,1,2,08250801002,0825001002
82508,1,3,08250801003,0825001003
82508,1,4,08250801004,0825001004
82508,1,5,08250801005,0825001005
82508,1,6,08250801006,0825001006
82508,1,7,08250801007,0825001007
82515,1,1,08251501001,0825101001
82515,1,2,08251501002,0825101002
82515,1,3,08251501003,0825101003
82515,1,4,08251501004,0825101004
82520,1,1,08252001001,0825201001
82520,1,2,08252001002,0825201002
82520,1,3,08252001003,0825201003
82520,1,4,08252001004,0825201004
82520,1,5,08252001005,0825201005
82520,1,6,08252001006,0825201006
82520,1,7,08252001007,0825201007
82520,1,8,08252001008,0825201008
82520,1,9,08252001009,0825201009
82520,1,10,08252001010,0825201010
82520,1,11,08252001011,0825201011
82520,1,18,08252001018,0825201018
82520,1,19,08252001019,0825201019
82520,1,20,08252001020,0825201020
82520,1,21,08252001021,0825201021
82520,1,22,08252001022,0825201022
82520,1,23,08252001023,0825201023
82520,1,24,08252001024,0825201024
82520,1,25,08252001025,0825201025
82520,1,26,08252001026,0825201026
82520,1,27,08252001027,0825201027
82520,1,28,08252001028,0825201028
82520,1,29,08252001029,0825201029
82536,1,1,08253601001,0825301001
82541,1,1,08254101001,0825401001
82554,1,1,08255401001,0825501001
82567,1,1,08256701001,0825601001
82573,1,1,08257301001,0825701001
82589,1,1,08258901001,0825801001
82592,1,1,08259201001,0825901001
82592,1,2,08259201002,0825901002
82592,1,3,08259201003,0825901003
82592,1,4,08259201004,0825901004
82606,1,1,08260601001,0826001001
82606,1,2,08260601002,0826001002
82606,1,3,08260601003,0826001003
82606,1,4,08260601004,0826001004
82606,1,5,08260601005,0826001005
82606,1,6,08260601006,0826001006
82606,1,7,08260601007,0826001007
82606,1,8,08260601008,0826001008
82606,1,9,08260601009,0826001009
82606,1,10,08260601010,0826001010
82606,1,11,08260601011,0826001011
82606,1,12,08260601012,0826001012
82606,1,13,08260601013,0826001013
82606,1,14,08260601014,0826001014
82613,1,1,08261301001,0826101001
82613,1,2,08261301002,0826101002
82628,1,1,08262801001,0826201001
82628,1,2,08262801002,0826201002
82628,1,3,08262801003,0826201003
82628,2,1,08262802001,0826202001
82628,2,2,08262802002,0826202002
82634,1,1,08263401001,0826301001
82634,1,2,08263401002,0826301002
82634,1,3,08263401003,0826301003
82634,1,4,08263401004,0826301004
82634,1,5,08263401005,0826301005
82634,1,6,08263401006,0826301006
82634,1,7,08263401007,0826301007
82634,1,8,08263401008,0826301008
82634,1,9,08263401009,0826301009
82634,1,10,08263401010,0826301010
82634,1,11,08263401011,0826301011
82634,1,12,08263401012,0826301012
82634,2,1,08263402001,0826302001
82634,2,2,08263402002,0826302002
82634,2,3,08263402003,0826302003
82634,3,1,08263403001,0826303001
82634,3,2,08263403002,0826303002
82634,4,1,08263404001,0826304001
82634,4,2,08263404002,0826304002
82634,4,3,08263404003,0826304003
82649,1,1,08264901001,0826401001
82649,1,2,08264901002,0826401002
82649,1,3,08264901003,0826401003
82649,1,4,08264901004,0826401004
82652,1,1,08265201001,0826501001
82665,1,1,08266501001,0826601001
82665,1,2,08266501002,0826601002
82665,1,3,08266501003,0826601003
82665,1,4,08266501004,0826601004
82665,1,5,08266501005,0826601005
82665,1,6,08266501006,0826601006
82665,1,7,08266501007,0826601007
82665,1,8,08266501008,0826601008
82665,1,9,08266501009,0826601009
82665,1,10,08266501010,0826601010
82665,1,11,08266501011,0826601011
82665,1,12,08266501012,0826601012
82665,1,13,08266501013,0826601013
82665,1,14,08266501014,0826601014
82665,1,15,08266501015,0826601015
82665,1,16,08266501016,0826601016
82665,1,17,08266501017,0826601017
82665,1,18,08266501018,0826601018
82665,1,19,08266501019,0826601019
82665,1,20,08266501020,0826601020
82665,1,27,08266501027,0826601027
82665,1,28,08266501028,0826601028
82665,1,29,08266501029,0826601029
82665,1,30,08266501030,0826601030
82665,1,31,08266501031,0826601031
82665,1,32,08266501032,0826601032
82665,1,33,08266501033,0826601033
82665,1,34,08266501034,0826601034
82665,1,35,08266501035,0826601035
82665,1,36,08266501036,0826601036
82665,1,37,08266501037,0826601037
82665,1,38,08266501038,0826601038
82671,1,1,08267101001,0826701001
82671,1,2,08267101002,0826701002
82671,1,3,08267101003,0826701003
82671,1,4,08267101004,0826701004
82671,1,5,08267101005,0826701005
82687,1,1,08268701001,0826801001
82687,1,2,08268701002,0826801002
82690,1,1,08269001001,0826901001
82690,1,2,08269001002,0826901002
82704,1,1,08270401001,0827001001
82704,1,2,08270401002,0827001002
82704,1,3,08270401003,0827001003
82704,1,4,08270401004,0827001004
82704,1,5,08270401005,0827001005
82704,2,1,08270402001,0827002001
82704,2,2,08270402002,0827002002
82704,2,3,08270402003,0827002003
82704,2,4,08270402004,0827002004
82704,2,5,08270402005,0827002005
82704,2,6,08270402006,0827002006
82704,2,7,08270402007,0827002007
82704,2,9,08270402009,0827002009
82704,2,10,08270402010,0827002010
82704,2,11,08270402011,0827002011
82711,1,1,08271101001,0827101001
82726,1,1,08272601001,0827201001
82732,1,1,08273201001,0827301001
82732,1,2,08273201002,0827301002
82732,1,3,08273201003,0827301003
82747,1,1,08274701001,0827401001
82747,1,2,08274701002,0827401002
82747,1,4,08274701004,0827401004
82747,1,5,08274701005,0827401005
82750,1,1,08275001001,0827501001
82763,1,1,08276301001,0827601001
82779,1,1,08277901001,0827701001
82785,1,1,08278501001,0827801001
82785,1,2,08278501002,0827801002
82785,1,3,08278501003,0827801003
82785,1,4,08278501004,0827801004
82798,1,1,08279801001,0827901001
82798,1,2,08279801002,0827901002
82798,1,4,08279801004,0827901004
82798,1,5,08279801005,0827901005
82798,1,6,08279801006,0827901006
82798,1,7,08279801007,0827901007
82798,1,8,08279801008,0827901008
82798,1,9,08279801009,0827901009
82798,1,10,08279801010,0827901010
82798,1,11,08279801011,0827901011
82798,1,12,08279801012,0827901012
82798,1,13,08279801013,0827901013
82798,1,14,08279801014,0827901014
82798,1,15,08279801015,0827901015
82798,1,16,08279801016,0827901016
82798,1,17,08279801017,0827901017
82798,1,18,08279801018,0827901018
82798,1,19,08279801019,0827901019
82798,1,20,08279801020,0827901020
82798,1,21,08279801021,0827901021
82798,1,22,08279801022,0827901022
82798,1,23,08279801023,0827901023
82798,1,24,08279801024,0827901024
82798,2,1,08279802001,0827902001
82798,2,2,08279802002,0827902002
82798,2,3,08279802003,0827902003
82798,2,4,08279802004,0827902004
82798,2,5,08279802005,0827902005
82798,2,6,08279802006,0827902006
82798,2,8,08279802008,0827902008
82798,2,9,08279802009,0827902009
82798,2,11,08279802011,0827902011
82798,2,12,08279802012,0827902012
82798,2,14,08279802014,0827902014
82798,2,15,08279802015,0827902015
82798,2,16,08279802016,0827902016
82798,2,17,08279802017,0827902017
82798,3,1,08279803001,0827903001
82798,3,2,08279803002,0827903002
82798,3,3,08279803003,0827903003
82798,3,4,08279803004,0827903004
82798,3,5,08279803005,0827903005
82798,3,6,08279803006,0827903006
82798,3,7,08279803007,0827903007
82798,3,8,08279803008,0827903008
82798,3,9,08279803009,0827903009
82798,3,10,08279803010,0827903010
